ID,Gender,Customer_Type,Age,Type_Travel,Travel_Class,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins
98847851,Female,Loyal Customer,46,Business Travel,Business,1962,0,0
98847852,Male,Loyal Customer,46,Business Travel,Eco,1840,0,0
98847853,Male,Loyal Customer,68,Personal Travel,Eco,4288,0,0
98847854,Male,Loyal Customer,23,Personal Travel,Eco,814,0,0
98847855,Male,Loyal Customer,37,,Eco,2039,38,27
98847856,Female,Disloyal Customer,39,Business Travel,Business,1932,0,0
98847857,Female,Loyal Customer,10,Personal Travel,Eco,3858,42,75
98847858,Male,Loyal Customer,47,Business Travel,Business,494,0,0
98847859,Female,Loyal Customer,39,Business Travel,Business,753,0,0
98847860,Female,Loyal Customer,26,Business Travel,Business,3195,10,0
98847861,Female,Loyal Customer,57,,Eco,895,36,15
98847862,Female,Loyal Customer,60,,Business,1862,42,38
98847863,Male,Loyal Customer,50,Business Travel,Business,2789,0,1
98847864,Male,Loyal Customer,49,Business Travel,Business,303,0,0
98847865,Female,Loyal Customer,50,Business Travel,Eco,595,12,6
98847866,Female,Loyal Customer,13,,Business,4637,22,30
98847867,Male,Disloyal Customer,33,,Business,1576,17,10
98847868,Female,Loyal Customer,43,Business Travel,Business,780,0,0
98847869,Female,Loyal Customer,53,Business Travel,Business,496,17,9
98847870,Male,Loyal Customer,11,Personal Travel,Eco,1935,0,0
98847871,Female,Loyal Customer,44,Business Travel,Business,255,0,0
98847872,Male,Loyal Customer,60,,Business,3369,0,0
98847873,Male,Loyal Customer,37,Business Travel,Eco,2588,2,0
98847874,Male,Loyal Customer,59,Business Travel,Eco,2034,137,134
98847875,Male,Loyal Customer,21,Personal Travel,Business,1344,0,0
98847876,Male,Disloyal Customer,37,Business Travel,Business,1491,0,0
98847877,Male,Disloyal Customer,63,Business Travel,Eco,1848,105,100
98847878,Female,Loyal Customer,51,Business Travel,Eco,2332,249,257
98847879,Female,Loyal Customer,28,Business Travel,Business,4551,0,0
98847880,Male,Loyal Customer,68,Business Travel,Eco,1924,0,6
98847881,Male,Loyal Customer,49,Personal Travel,Eco,1752,0,5
98847882,Male,Disloyal Customer,37,Business Travel,Eco,2083,163,198
98847883,Female,Loyal Customer,69,Personal Travel,Eco,718,0,0
98847884,Female,Loyal Customer,30,Business Travel,Eco,2466,0,0
98847885,Female,,33,Business Travel,Business,502,24,11
98847886,Female,Loyal Customer,46,Business Travel,Business,3959,23,13
98847887,Male,Loyal Customer,30,Business Travel,Business,2562,29,15
98847888,Male,,28,Personal Travel,Eco,1480,0,0
98847889,Male,Loyal Customer,36,Business Travel,Eco,1641,0,1
98847890,Male,Loyal Customer,52,Business Travel,Eco,2347,1,0
98847891,Male,Loyal Customer,44,Business Travel,Eco,1903,0,9
98847892,Female,Loyal Customer,35,Business Travel,Business,1682,0,0
98847893,Female,Disloyal Customer,24,Business Travel,Eco,1709,9,1
98847894,Female,Loyal Customer,11,Personal Travel,Eco,2518,0,13
98847895,Male,Disloyal Customer,39,Business Travel,Business,1822,0,0
98847896,Female,Loyal Customer,41,Business Travel,Business,2334,82,100
98847897,Male,,53,Personal Travel,Eco,2385,17,0
98847898,Male,Loyal Customer,43,Business Travel,Business,725,14,31
98847899,Female,Loyal Customer,19,Personal Travel,Eco,1345,0,0
98847900,Male,Loyal Customer,48,Personal Travel,Eco,1637,11,1
98847901,Female,Loyal Customer,39,Business Travel,Business,74,0,0
98847902,Female,Loyal Customer,41,Personal Travel,Eco,1780,183,173
98847903,Female,Loyal Customer,24,Business Travel,Business,4012,45,49
98847904,Male,Loyal Customer,13,Personal Travel,Eco,1763,96,NA
98847905,Female,Loyal Customer,59,Business Travel,Business,794,53,63
98847906,Male,,69,Personal Travel,Eco,1950,0,0
98847907,Female,,53,Personal Travel,Eco,440,67,66
98847908,Female,,41,Business Travel,Business,1803,0,0
98847909,,,23,Business Travel,Eco,1849,2,2
98847910,Male,Loyal Customer,60,Business Travel,Business,3272,7,0
98847911,Female,Loyal Customer,39,Business Travel,Eco,6225,16,0
98847912,Male,Loyal Customer,33,Business Travel,Business,4657,62,50
98847913,Female,Loyal Customer,54,Business Travel,Business,308,88,87
98847914,Female,Loyal Customer,29,Business Travel,Business,3073,91,65
98847915,Male,Loyal Customer,29,Personal Travel,Eco,4046,4,0
98847916,Female,Loyal Customer,8,Personal Travel,Business,1375,0,10
98847917,Female,Disloyal Customer,42,Business Travel,Business,1803,0,2
98847918,Female,Loyal Customer,19,Personal Travel,Eco,2126,10,20
98847919,Female,Disloyal Customer,24,,Eco,2061,0,0
98847920,Female,Loyal Customer,50,Personal Travel,Eco,1634,0,11
98847921,Female,Disloyal Customer,22,Business Travel,Business,2733,0,0
98847922,Female,Loyal Customer,39,Business Travel,Business,87,0,0
98847923,Female,Loyal Customer,66,,Eco,1078,0,0
98847924,Female,Loyal Customer,57,Business Travel,Business,63,0,0
98847925,Male,Loyal Customer,56,Personal Travel,Eco,2336,0,9
98847926,Male,Loyal Customer,38,Business Travel,Business,1635,0,0
98847927,Male,Loyal Customer,44,Business Travel,Business,3790,56,42
98847928,Female,Loyal Customer,55,Business Travel,Business,325,0,0
98847929,Male,Loyal Customer,7,Personal Travel,Eco,2023,0,11
98847930,Female,Loyal Customer,49,Personal Travel,Eco,1454,0,0
98847931,Male,Loyal Customer,14,Personal Travel,Eco,2678,0,0
98847932,Female,Disloyal Customer,20,Business Travel,Eco,1389,0,17
98847933,Male,Loyal Customer,32,Personal Travel,Eco,2141,13,14
98847934,Male,Loyal Customer,31,Business Travel,Business,5032,0,0
98847935,Male,Loyal Customer,59,Business Travel,Eco,2684,10,6
98847936,Female,Loyal Customer,57,Business Travel,Business,3289,0,0
98847937,Female,Loyal Customer,52,Business Travel,Business,3952,0,0
98847938,Male,Loyal Customer,53,Personal Travel,Eco,1613,19,11
98847939,Male,Loyal Customer,35,Business Travel,Eco,2160,8,40
98847940,Female,Loyal Customer,77,Business Travel,Eco,261,0,0
98847941,Female,Disloyal Customer,36,Business Travel,Eco,2149,15,10
98847942,Female,Loyal Customer,24,Business Travel,Eco,1220,0,0
98847943,Female,,39,Business Travel,Business,2096,170,174
98847944,Female,,38,Business Travel,Eco,2494,0,0
98847945,Female,Loyal Customer,62,Business Travel,Business,479,45,52
98847946,Male,Loyal Customer,51,Business Travel,Business,2312,1,0
98847947,Male,Loyal Customer,24,Personal Travel,Eco,1544,0,0
98847948,Female,,46,Personal Travel,Eco,401,0,2
98847949,Female,Loyal Customer,29,Business Travel,Business,3477,0,0
98847950,Male,Disloyal Customer,24,Business Travel,Business,1708,0,0
98847951,Male,Loyal Customer,29,Business Travel,Business,1868,0,0
98847952,Female,Disloyal Customer,24,Business Travel,Business,3282,133,114
98847953,Female,Disloyal Customer,50,Business Travel,Eco,2062,0,0
98847954,Male,Disloyal Customer,25,,Eco,1962,0,12
98847955,Male,Disloyal Customer,43,Business Travel,Business,1447,0,0
98847956,Female,Loyal Customer,34,Business Travel,Business,3403,0,0
98847957,Female,Disloyal Customer,44,Business Travel,Eco,1902,22,38
98847958,Male,,39,Business Travel,Eco,1592,0,NA
98847959,Female,Loyal Customer,45,Business Travel,Business,2530,0,0
98847960,Female,Loyal Customer,27,,Business,3515,0,0
98847961,Male,Loyal Customer,34,Personal Travel,Eco,1507,5,0
98847962,Female,Disloyal Customer,13,,Eco,2269,0,12
98847963,Female,Loyal Customer,43,Business Travel,Business,2691,0,0
98847964,Male,Loyal Customer,14,Business Travel,Business,2417,5,1
98847965,Female,Loyal Customer,53,Business Travel,Business,1847,0,51
98847966,Male,Loyal Customer,48,Business Travel,Business,520,1,0
98847967,Female,Loyal Customer,43,Personal Travel,Eco,333,0,0
98847968,Male,Loyal Customer,24,Business Travel,Eco,2538,202,216
98847969,Male,Loyal Customer,37,Personal Travel,Eco,1634,3,37
98847970,Female,Loyal Customer,43,,Business,412,0,0
98847971,Female,Loyal Customer,14,Business Travel,Eco,2488,5,9
98847972,Male,Loyal Customer,14,Personal Travel,Eco,1294,0,0
98847973,Male,Disloyal Customer,36,Business Travel,Eco,2487,126,115
98847974,Female,,58,Business Travel,Business,2267,0,0
98847975,Male,Loyal Customer,8,Personal Travel,Eco,2657,4,18
98847976,Male,Loyal Customer,33,Business Travel,Business,3316,0,0
98847977,Female,Loyal Customer,33,Personal Travel,Eco,1915,0,1
98847978,Male,Loyal Customer,48,Business Travel,Business,3223,0,2
98847979,Male,Disloyal Customer,21,Business Travel,Eco,1353,0,0
98847980,Female,Disloyal Customer,38,Business Travel,Eco,1753,20,17
98847981,Female,Disloyal Customer,29,Business Travel,Eco,2503,35,28
98847982,Male,Loyal Customer,48,Personal Travel,Eco,2241,0,0
98847983,Male,Loyal Customer,37,Business Travel,Eco,1707,0,0
98847984,Female,Loyal Customer,41,Business Travel,Business,307,0,21
98847985,Female,Loyal Customer,60,Personal Travel,Eco,1052,0,0
98847986,Female,Loyal Customer,57,Personal Travel,Eco,816,4,0
98847987,Female,Disloyal Customer,27,Business Travel,Eco,2030,0,0
98847988,Female,Loyal Customer,9,Personal Travel,Eco,2476,3,0
98847989,Male,Loyal Customer,34,Business Travel,Business,2971,0,0
98847990,Female,Loyal Customer,25,Business Travel,Eco,2440,0,0
98847991,Male,Loyal Customer,51,Business Travel,Business,2377,20,2
98847992,Male,Loyal Customer,44,Personal Travel,Eco,2290,0,0
98847993,Female,Loyal Customer,45,Business Travel,Business,511,0,4
98847994,Male,Loyal Customer,62,,Business,3007,0,7
98847995,Female,,45,Personal Travel,Eco,341,0,9
98847996,Male,Disloyal Customer,35,Business Travel,Eco,2683,0,0
98847997,Female,Disloyal Customer,29,,Eco,2370,2,0
98847998,Male,Disloyal Customer,37,,Business,1925,69,58
98847999,Female,,17,Business Travel,Eco,1588,50,44
98848000,Female,Loyal Customer,49,,Business,2280,0,0
98848001,Male,Loyal Customer,33,Personal Travel,Eco,1595,0,0
98848002,Male,Loyal Customer,40,Business Travel,Eco,1690,18,8
98848003,Male,Loyal Customer,45,Business Travel,Eco,2445,0,7
98848004,Male,Loyal Customer,28,Business Travel,Business,3390,2,16
98848005,Female,Loyal Customer,53,Business Travel,Business,1928,5,7
98848006,Female,Loyal Customer,51,Personal Travel,Eco,360,23,17
98848007,Female,Loyal Customer,12,Personal Travel,Eco,2107,5,0
98848008,Male,Loyal Customer,58,Business Travel,Eco,2213,0,19
98848009,Female,Loyal Customer,55,Personal Travel,Eco,963,0,0
98848010,Male,Loyal Customer,62,Business Travel,Business,1904,0,0
98848011,Male,Loyal Customer,42,Business Travel,Business,350,0,0
98848012,Female,Loyal Customer,52,Business Travel,Business,545,0,1
98848013,Female,Loyal Customer,42,Business Travel,Business,1942,4,0
98848014,Female,Loyal Customer,38,,Business,2371,0,0
98848015,Female,Loyal Customer,43,Personal Travel,Eco,1489,11,2
98848016,Male,Loyal Customer,35,Business Travel,Business,3294,6,9
98848017,Male,Loyal Customer,50,Business Travel,Eco,2532,0,0
98848018,Male,Loyal Customer,41,Personal Travel,Eco,2954,9,0
98848019,Male,Disloyal Customer,42,Business Travel,Eco,1503,0,0
98848020,Female,Loyal Customer,59,Personal Travel,Eco,612,31,19
98848021,Male,Loyal Customer,28,Business Travel,Business,1390,0,4
98848022,Female,Disloyal Customer,20,Business Travel,Business,1557,0,10
98848023,Male,Loyal Customer,52,Business Travel,Business,3052,0,0
98848024,Male,Loyal Customer,60,Business Travel,Eco,1294,23,23
98848025,Female,Loyal Customer,28,,Eco,2206,38,39
98848026,Male,Loyal Customer,66,Personal Travel,Business,105,0,0
98848027,Female,Loyal Customer,58,Business Travel,Business,3437,1,0
98848028,Female,Loyal Customer,21,Business Travel,Eco,2587,0,0
98848029,Female,Loyal Customer,53,Business Travel,Eco,404,0,0
98848030,Female,Loyal Customer,28,,Business,4053,13,14
98848031,Male,Loyal Customer,20,Personal Travel,Eco,2142,3,0
98848032,Female,,38,Business Travel,Business,525,11,2
98848033,Female,Loyal Customer,51,Business Travel,Eco,376,9,7
98848034,Male,Loyal Customer,63,Business Travel,Eco,2795,130,124
98848035,Male,Loyal Customer,18,Personal Travel,Eco,1331,0,0
98848036,Female,Loyal Customer,59,Personal Travel,Eco,556,0,16
98848037,Male,Disloyal Customer,22,Business Travel,Eco,2071,6,0
98848038,Male,Loyal Customer,62,Personal Travel,Eco,1753,6,21
98848039,Female,Loyal Customer,65,Personal Travel,Eco,997,4,0
98848040,Male,Loyal Customer,8,Personal Travel,Eco,1170,0,0
98848041,Female,Loyal Customer,70,,Eco,649,5,20
98848042,Male,Loyal Customer,10,Personal Travel,Eco,1878,43,34
98848043,Male,Loyal Customer,69,Personal Travel,Eco,1758,0,0
98848044,Female,Disloyal Customer,35,Business Travel,Eco,2195,53,65
98848045,Male,Loyal Customer,58,Personal Travel,Eco,1116,0,3
98848046,Female,Loyal Customer,48,,Business,2882,10,1
98848047,Female,Loyal Customer,54,Business Travel,Business,1534,0,0
98848048,Male,Loyal Customer,40,Business Travel,Eco,2056,0,0
98848049,Female,Loyal Customer,40,Business Travel,Eco,2289,110,NA
98848050,Female,Loyal Customer,27,Business Travel,Business,3213,0,6
98848051,Male,Loyal Customer,55,Business Travel,Business,56,0,0
98848052,Male,Loyal Customer,62,Personal Travel,Eco,1989,2,0
98848053,Male,Loyal Customer,10,Personal Travel,Eco,2068,0,0
98848054,Male,Loyal Customer,61,,Eco,1582,0,0
98848055,Male,Disloyal Customer,7,Business Travel,Eco,2103,0,9
98848056,Female,Loyal Customer,67,Personal Travel,Eco,443,0,3
98848057,Male,Loyal Customer,56,Business Travel,Business,2561,9,7
98848058,Male,Loyal Customer,28,Business Travel,Business,1400,26,29
98848059,Male,,65,Personal Travel,Eco,2191,10,9
98848060,Female,Loyal Customer,56,Business Travel,Business,1514,10,12
98848061,Male,Loyal Customer,32,Business Travel,Business,1624,0,0
98848062,Female,Loyal Customer,40,,Business,3542,0,2
98848063,Male,Loyal Customer,58,Personal Travel,Eco,2248,0,0
98848064,Male,Disloyal Customer,20,Business Travel,Eco,2618,49,49
98848065,Male,Loyal Customer,31,Business Travel,Business,3274,24,6
98848066,Male,Loyal Customer,57,Personal Travel,Eco,1741,0,0
98848067,Male,Loyal Customer,18,Business Travel,Business,2120,65,40
98848068,Male,Loyal Customer,60,,Business,3955,67,60
98848069,Female,Loyal Customer,40,Personal Travel,Eco,1391,0,0
98848070,Female,Loyal Customer,37,Personal Travel,Eco,1703,16,5
98848071,Male,Disloyal Customer,30,Business Travel,Eco,1179,0,0
98848072,Female,Loyal Customer,51,Personal Travel,Eco,979,15,19
98848073,Male,Loyal Customer,57,Personal Travel,Eco,2390,8,9
98848074,Female,Loyal Customer,45,Business Travel,Business,2894,0,0
98848075,Male,Loyal Customer,27,,Eco,1741,0,0
98848076,Female,Loyal Customer,16,Business Travel,Eco,2805,12,21
98848077,Male,Loyal Customer,42,Business Travel,Business,2645,0,0
98848078,Male,Loyal Customer,69,Business Travel,Business,108,0,0
98848079,Male,Loyal Customer,25,Personal Travel,Eco,1895,0,0
98848080,Female,Loyal Customer,40,Business Travel,Eco,1670,0,15
98848081,Female,Loyal Customer,42,Business Travel,Eco,859,39,32
98848082,Male,Loyal Customer,51,Business Travel,Eco,2402,36,30
98848083,Female,,22,Business Travel,Eco,1834,0,0
98848084,Male,Loyal Customer,55,Business Travel,Business,3838,0,0
98848085,Female,Loyal Customer,17,Personal Travel,Eco,1802,71,73
98848086,Male,Loyal Customer,32,Business Travel,Eco,1694,0,0
98848087,Female,Loyal Customer,52,Personal Travel,Business,2610,0,0
98848088,Male,Loyal Customer,42,Personal Travel,Eco,2311,0,0
98848089,Female,Loyal Customer,30,Personal Travel,Eco,2244,109,112
98848090,Female,Loyal Customer,62,Personal Travel,Eco,1063,46,18
98848091,Female,Disloyal Customer,27,Business Travel,Eco,1765,0,0
98848092,Male,Loyal Customer,41,Business Travel,Business,4009,6,13
98848093,Male,Loyal Customer,47,Business Travel,Business,3924,4,0
98848094,Female,Loyal Customer,62,Business Travel,Business,3440,0,0
98848095,Female,Disloyal Customer,36,Business Travel,Business,2216,157,135
98848096,Male,Loyal Customer,33,,Eco,1777,0,0
98848097,Male,Loyal Customer,61,Business Travel,Business,2725,0,3
98848098,Female,Loyal Customer,53,Business Travel,Business,478,0,0
98848099,Male,Loyal Customer,59,Business Travel,Business,556,1,0
98848100,Male,Loyal Customer,39,Business Travel,Business,2793,0,0
98848101,Female,Loyal Customer,41,Personal Travel,Eco,2190,0,0
98848102,Female,Loyal Customer,10,Personal Travel,Eco,1843,29,71
98848103,Female,Loyal Customer,64,Business Travel,Business,3879,0,0
98848104,Female,Loyal Customer,52,,Business,2845,1,3
98848105,Female,Disloyal Customer,33,Business Travel,Eco,1947,0,0
98848106,Female,Loyal Customer,16,Business Travel,Eco,2399,0,6
98848107,Female,Loyal Customer,17,,Eco,2126,0,0
98848108,Male,Loyal Customer,49,Business Travel,Business,3130,0,0
98848109,Male,,25,Personal Travel,Eco,2339,9,0
98848110,Male,Loyal Customer,56,Personal Travel,Eco,2718,5,17
98848111,Female,,26,Business Travel,Eco,2871,2,13
98848112,Female,Loyal Customer,30,,Eco,1187,0,0
98848113,Female,Disloyal Customer,38,Business Travel,Eco,1371,35,25
98848114,Male,Loyal Customer,60,Business Travel,Eco,2132,0,0
98848115,Female,Loyal Customer,35,Business Travel,Eco,1496,0,10
98848116,Female,Loyal Customer,36,Personal Travel,Eco,1845,2,27
98848117,Female,Loyal Customer,22,Personal Travel,Eco,2678,0,0
98848118,Male,Loyal Customer,48,Business Travel,Business,533,0,0
98848119,Female,Loyal Customer,51,Business Travel,Eco,446,0,0
98848120,Male,Loyal Customer,67,Personal Travel,Eco,1953,0,0
98848121,Female,Loyal Customer,13,,Business,5673,2,0
98848122,Female,Loyal Customer,31,Personal Travel,Eco,1445,0,0
98848123,Male,Loyal Customer,13,Personal Travel,Eco,1917,0,8
98848124,Male,Loyal Customer,59,Business Travel,Eco,2957,23,30
98848125,Male,Loyal Customer,49,Business Travel,Business,2290,0,2
98848126,Female,Loyal Customer,38,Business Travel,Eco,1883,0,0
98848127,Male,Loyal Customer,31,Personal Travel,Eco,1963,0,0
98848128,Female,Loyal Customer,63,Business Travel,Business,340,0,0
98848129,Male,Disloyal Customer,29,Business Travel,Business,2127,15,10
98848130,Female,,49,Personal Travel,Eco,273,9,3
98848131,Male,Disloyal Customer,22,Business Travel,Eco,2662,0,0
98848132,Male,,32,Personal Travel,Eco,2116,0,0
98848133,Male,,7,Personal Travel,Eco,2010,0,0
98848134,Male,Disloyal Customer,30,Business Travel,Business,2275,0,3
98848135,Female,Loyal Customer,55,,Business,1763,0,0
98848136,Female,Loyal Customer,49,Business Travel,Business,3585,0,2
98848137,Male,Disloyal Customer,34,,Business,2120,0,0
98848138,Male,Disloyal Customer,49,Business Travel,Eco,1539,0,0
98848139,Male,Loyal Customer,39,Business Travel,Business,2558,0,0
98848140,Female,Disloyal Customer,24,,Eco,2645,0,11
98848141,Male,,36,Business Travel,Business,625,8,0
98848142,Male,Loyal Customer,25,Business Travel,Business,3939,27,26
98848143,Female,Loyal Customer,25,Business Travel,Business,3970,0,0
98848144,Male,Loyal Customer,7,Personal Travel,Eco,1789,0,0
98848145,Male,Disloyal Customer,26,Business Travel,Business,2390,0,0
98848146,Female,Loyal Customer,41,Business Travel,Business,1149,0,0
98848147,Male,Loyal Customer,30,Personal Travel,Eco,1910,18,1
98848148,Female,Disloyal Customer,50,Business Travel,Eco,1209,1,0
98848149,Female,Disloyal Customer,30,Business Travel,Business,2848,3,23
98848150,Male,Loyal Customer,38,Business Travel,Business,2936,0,0
98848151,Male,Loyal Customer,24,Personal Travel,Eco,1210,45,69
98848152,Male,Loyal Customer,48,Business Travel,Eco,1700,0,0
98848153,Female,Loyal Customer,55,Business Travel,Eco,872,0,0
98848154,Male,Loyal Customer,29,Business Travel,Business,5638,0,0
98848155,Male,Loyal Customer,42,Personal Travel,Eco,1725,61,61
98848156,Female,Loyal Customer,29,Personal Travel,Eco,2308,0,0
98848157,Male,Loyal Customer,31,Personal Travel,Eco,1081,18,6
98848158,Female,,23,Personal Travel,Eco,1771,0,0
98848159,Male,Loyal Customer,45,Business Travel,Eco,2048,0,0
98848160,Female,Loyal Customer,51,Personal Travel,Eco,893,0,7
98848161,Male,Loyal Customer,16,Business Travel,Business,1960,0,0
98848162,Male,,28,Business Travel,Business,2377,24,0
98848163,Male,Loyal Customer,49,Personal Travel,Eco,2959,266,255
98848164,Male,Loyal Customer,36,Business Travel,Business,2065,34,35
98848165,Male,Loyal Customer,32,Business Travel,Business,2899,15,22
98848166,Female,Loyal Customer,65,Personal Travel,Eco,214,3,0
98848167,Male,Loyal Customer,60,Personal Travel,Eco,2293,0,0
98848168,Female,Loyal Customer,36,,Business,487,14,2
98848169,Female,Loyal Customer,15,Personal Travel,Eco,2031,0,0
98848170,Female,Loyal Customer,58,,Eco,252,26,20
98848171,Male,Loyal Customer,15,Personal Travel,Eco,2178,1,0
98848172,Male,Loyal Customer,46,Business Travel,Eco,1928,14,4
98848173,Male,Loyal Customer,40,Business Travel,Eco,2307,0,0
98848174,Female,Loyal Customer,43,Business Travel,Business,2142,0,0
98848175,Male,,32,Personal Travel,Eco,2300,35,28
98848176,Male,Loyal Customer,24,,Eco,1748,18,11
98848177,Male,,23,Business Travel,Business,2080,0,0
98848178,Female,Loyal Customer,28,Business Travel,Business,1550,0,1
98848179,Female,Loyal Customer,48,Business Travel,Business,644,0,8
98848180,Male,Loyal Customer,53,Business Travel,Business,364,0,0
98848181,Female,Loyal Customer,42,Business Travel,Business,1780,0,0
98848182,Male,Loyal Customer,33,Personal Travel,Eco,2117,0,16
98848183,Female,Loyal Customer,59,Personal Travel,Eco,53,4,0
98848184,Female,,42,Business Travel,Business,1926,1,0
98848185,Male,Loyal Customer,69,Personal Travel,Eco,1914,1,0
98848186,Female,Loyal Customer,31,Business Travel,Eco,2804,0,0
98848187,Female,Loyal Customer,23,,Eco,1842,13,0
98848188,Female,Loyal Customer,56,Personal Travel,Eco,1115,0,12
98848189,Female,Loyal Customer,9,,Eco,2365,37,33
98848190,Female,Loyal Customer,54,Business Travel,Business,3307,6,0
98848191,Male,Disloyal Customer,50,Business Travel,Business,1970,0,0
98848192,Male,Disloyal Customer,62,Business Travel,Eco,1943,24,20
98848193,Male,Disloyal Customer,13,Business Travel,Eco,1827,0,0
98848194,Female,Loyal Customer,35,Personal Travel,Eco,1454,14,14
98848195,Male,Loyal Customer,55,Business Travel,Business,3752,71,116
98848196,Female,Loyal Customer,23,Business Travel,Business,1890,9,5
98848197,Female,Loyal Customer,38,Business Travel,Eco,1481,0,0
98848198,Male,Disloyal Customer,24,Business Travel,Eco,2351,0,7
98848199,Male,Loyal Customer,38,Personal Travel,Business,2810,0,14
98848200,Female,Loyal Customer,39,,Eco,1885,25,40
98848201,Male,Loyal Customer,23,Business Travel,Business,1739,0,0
98848202,Female,Loyal Customer,42,Business Travel,Business,1675,0,0
98848203,Female,Loyal Customer,50,Personal Travel,Business,207,0,0
98848204,Female,Loyal Customer,39,Personal Travel,Eco,1860,7,0
98848205,Female,Loyal Customer,62,Personal Travel,Eco,674,2,0
98848206,Female,Loyal Customer,48,Business Travel,Business,644,0,0
98848207,Male,Disloyal Customer,42,,Business,1903,0,0
98848208,Male,Loyal Customer,22,Business Travel,Eco,1510,7,10
98848209,Male,Loyal Customer,55,Business Travel,Business,2106,32,7
98848210,Male,Loyal Customer,58,Business Travel,Business,1299,0,2
98848211,Male,Loyal Customer,50,Business Travel,Business,94,0,8
98848212,Female,,23,Business Travel,Eco,2882,0,0
98848213,Male,Loyal Customer,44,,Business,2317,7,23
98848214,Female,,16,Personal Travel,Eco,3289,2,7
98848215,Female,Loyal Customer,42,Business Travel,Business,404,24,22
98848216,Female,Loyal Customer,44,Personal Travel,Eco,886,0,0
98848217,Female,Loyal Customer,50,Business Travel,Business,3309,0,0
98848218,Male,Loyal Customer,51,Personal Travel,Business,201,21,11
98848219,Female,Loyal Customer,44,Business Travel,Business,2133,0,0
98848220,Female,Disloyal Customer,26,Business Travel,Eco,2510,0,0
98848221,Female,Loyal Customer,9,Personal Travel,Eco,2253,7,0
98848222,Female,Loyal Customer,27,Personal Travel,Eco,1629,0,0
98848223,Male,Loyal Customer,44,Business Travel,Business,928,0,0
98848224,Male,Loyal Customer,56,Business Travel,Business,1208,2,0
98848225,Female,Loyal Customer,51,Business Travel,Business,1623,1,17
98848226,Female,Disloyal Customer,21,Business Travel,Business,2121,0,2
98848227,Female,Disloyal Customer,23,Business Travel,Eco,1763,0,0
98848228,Female,Loyal Customer,42,Business Travel,Eco,371,11,11
98848229,Male,Disloyal Customer,33,Business Travel,Business,2134,3,5
98848230,Female,Loyal Customer,51,Personal Travel,Eco,354,13,4
98848231,Female,,30,Business Travel,Business,2799,0,0
98848232,Female,Loyal Customer,61,Personal Travel,Eco,476,30,21
98848233,Female,Loyal Customer,52,Business Travel,Eco,336,0,0
98848234,Male,Loyal Customer,53,Personal Travel,Eco,3861,0,0
98848235,Male,Loyal Customer,7,Personal Travel,Eco,1441,0,0
98848236,Female,Loyal Customer,47,Business Travel,Business,504,0,0
98848237,Male,Disloyal Customer,22,Business Travel,Business,1516,0,26
98848238,Male,Loyal Customer,42,Business Travel,Business,619,54,52
98848239,Male,Loyal Customer,51,Personal Travel,Eco,1214,37,29
98848240,Female,Disloyal Customer,24,Business Travel,Eco,1599,0,0
98848241,Male,,34,Business Travel,Eco,2549,17,16
98848242,Female,Loyal Customer,47,Business Travel,Business,1745,4,0
98848243,Male,Loyal Customer,40,Personal Travel,Eco,2120,0,0
98848244,Male,Loyal Customer,38,Business Travel,Business,507,0,0
98848245,Male,Loyal Customer,30,Business Travel,Eco,1123,37,22
98848246,Male,Loyal Customer,27,Business Travel,Business,1819,1,10
98848247,Male,Loyal Customer,24,Personal Travel,Eco,1356,26,18
98848248,Male,Loyal Customer,73,Business Travel,Business,3733,0,3
98848249,Male,Loyal Customer,51,Business Travel,Business,650,0,0
98848250,Male,Disloyal Customer,23,,Eco,1960,4,0
98848251,Male,Loyal Customer,79,Business Travel,Eco,2419,136,125
98848252,Female,Disloyal Customer,25,,Eco,2028,14,13
98848253,Female,,34,Business Travel,Business,1633,0,4
98848254,Female,Loyal Customer,34,Personal Travel,Eco,1991,0,0
98848255,Female,Loyal Customer,38,Business Travel,Business,2954,0,1
98848256,Female,,39,Business Travel,Eco,2190,0,0
98848257,Male,Disloyal Customer,27,Business Travel,Business,1718,15,12
98848258,Male,Loyal Customer,42,Business Travel,Business,3554,53,75
98848259,Female,Loyal Customer,54,Business Travel,Business,281,0,8
98848260,Female,Loyal Customer,67,Personal Travel,Eco,890,2,2
98848261,Male,Loyal Customer,57,Business Travel,Business,2503,6,0
98848262,Female,Disloyal Customer,22,Business Travel,Eco,1988,37,34
98848263,Male,Disloyal Customer,23,Business Travel,Eco,2467,6,1
98848264,Male,Loyal Customer,60,Business Travel,Business,2922,0,1
98848265,Male,Loyal Customer,28,Business Travel,Business,2716,0,0
98848266,Female,Disloyal Customer,26,Business Travel,Business,2179,0,0
98848267,Male,Loyal Customer,55,Business Travel,Eco,3173,281,284
98848268,Male,Disloyal Customer,22,Business Travel,Business,1531,0,0
98848269,Male,Loyal Customer,29,,Eco,2602,0,0
98848270,Female,Loyal Customer,39,Business Travel,Business,2585,113,99
98848271,Female,Disloyal Customer,36,Business Travel,Eco,1631,11,6
98848272,Female,Loyal Customer,41,Business Travel,Business,2841,1,0
98848273,Female,Loyal Customer,47,Business Travel,Business,1037,0,8
98848274,Male,Loyal Customer,36,Business Travel,Business,2864,2,0
98848275,Male,Loyal Customer,50,Business Travel,Business,2107,0,0
